0.000000	3189.000000
0.332748	0.045422
0.332748	0.045422
0.337806	12.894161
0.337806	12.894161
0.378725	6.073755
0.378725	6.073755
0.474167	0.036758
0.474167	0.054129
0.474167	0.036758
0.474167	0.054129
0.504136	0.013635
0.504136	0.013635
0.504136	0.013069
0.504136	0.013069
0.507489	0.116063
0.507489	0.116063
0.507489	0.188457
0.507489	0.188457
0.606849	0.065816
0.606849	0.056266
0.606849	0.078305
0.606849	0.056266
0.606849	0.038305
0.606849	0.065816
0.606849	0.038305
0.606849	0.078305
0.665496	0.008328
0.665496	0.008328
0.675611	13.453277
0.675611	13.453277
0.746323	0.001536
0.746323	0.015507
0.746323	0.001536
0.746323	0.015507
0.753108	0.015825
0.753108	0.080611
0.753108	0.015825
0.753108	0.080611
0.757449	49.981353
0.757449	49.981353
0.765714	0.172165
0.765714	0.124109
0.765714	0.124109
0.765714	0.172165
0.774521	0.567101
0.774521	0.567101
0.774521	0.366771
0.774521	0.366771
0.827315	0.201032
0.827315	0.206238
0.827315	0.201032
0.827315	0.206238
0.829362	39.011581
0.829362	39.011581
0.829362	42.843064
0.829362	42.843064
0.836917	0.214356
0.836917	0.002080
0.836917	0.040012
0.836917	0.129085
0.836917	0.002080
0.836917	0.040012
0.836917	0.129085
0.836917	0.214356
0.842973	0.005192
0.842973	0.118916
0.842973	0.091893
0.842973	0.028101
0.842973	0.091893
0.842973	0.118916
0.842973	0.028101
0.842973	0.005192
0.893624	0.020163
0.893624	0.014956
0.893624	0.077650
0.893624	0.085141
0.893624	0.014956
0.893624	0.085141
0.893624	0.077650
0.893624	0.020163
0.948333	0.024719
0.948333	0.004423
0.948333	0.004423
0.948333	0.024719
0.998244	0.067745
0.998244	0.067745
1.008273	0.193012
1.008273	0.193012
1.008273	0.511700
1.008273	0.511700
1.013417	8.469225
1.013417	8.469225
1.014978	50.552702
1.014978	49.244901
1.014978	50.552702
1.014978	49.244901
1.021160	0.107442
1.021160	0.043994
1.021160	0.033676
1.021160	0.033676
1.021160	0.017422
1.021160	0.043994
1.021160	0.017422
1.021160	0.107442
1.053852	0.192498
1.053852	0.149676
1.053852	0.192498
1.053852	0.149676
1.063356	0.038717
1.063356	0.012612
1.063356	0.065930
1.063356	0.072807
1.063356	0.072807
1.063356	0.065930
1.063356	0.038717
1.063356	0.012612
1.066647	0.317679
1.066647	0.004666
1.066647	0.004666
1.066647	0.317679
1.067672	0.080156
1.067672	0.080156
1.067672	0.019657
1.067672	0.019657
1.068130	0.066363
1.068130	0.044070
1.068130	0.040447
1.068130	0.159028
1.068130	0.044070
1.068130	0.066363
1.068130	0.040447
1.068130	0.159028
1.081872	0.900494
1.081872	0.171246
1.081872	0.171246
1.081872	0.900494
1.119838	0.240656
1.119838	0.240656
1.119838	0.067048
1.119838	0.139436
1.119838	0.067048
1.119838	0.139436
1.119838	0.005590
1.119838	0.005590
1.131887	0.050703
1.131887	0.290585
1.131887	0.066742
1.131887	0.290585
1.131887	0.066742
1.131887	0.008452
1.131887	0.008452
1.131887	0.050703
1.136174	28.187767
1.136174	28.187767
1.183897	0.008908
1.183897	0.008908
1.183897	0.004851
1.183897	0.004851
1.185328	0.072826
1.185328	0.536487
1.185328	0.536487
1.185328	0.072826
1.205380	0.040750
1.205380	0.086651
1.205380	0.086651
1.205380	0.040750
1.212394	0.041592
1.212394	0.519314
1.212394	0.041592
1.212394	0.519314
1.213699	0.141220
1.213699	0.019766
1.213699	0.015741
1.213699	0.015741
1.213699	0.019766
1.213699	0.159109
1.213699	0.159109
1.213699	0.141220
1.231148	0.101531
1.231148	0.099552
1.231148	0.168428
1.231148	0.101531
1.231148	0.099552
1.231148	0.124436
1.231148	0.168428
1.231148	0.124436
1.253084	0.034665
1.253084	0.034665
1.253084	0.361479
1.253084	0.361479
1.263477	0.224554
1.263477	0.066100
1.263477	0.098759
1.263477	0.224554
1.263477	0.122952
1.263477	0.122952
1.263477	0.066100
1.263477	0.098759
1.265205	108.932397
1.265205	116.913727
1.265205	116.913727
1.265205	108.932397
1.270170	0.341875
1.270170	0.341875
1.270170	0.044497
1.270170	0.013253
1.270170	0.013253
1.270170	0.075695
1.270170	0.044497
1.270170	0.075695
1.297819	0.197335
1.297819	0.183201
1.297819	0.122969
