2.000000	0.394165	99.740440
2.200000	0.433577	31.038643
2.400000	0.472987	13.009667
2.600000	0.512397	18.891111
2.800000	0.551804	30.101072
3.000000	0.591210	36.768986
3.200000	0.630614	36.067635
3.400000	0.670016	29.529009
3.600000	0.709416	20.407328
3.800000	0.748814	11.764364
4.000000	0.788210	5.495853
4.200000	0.827603	2.165123
4.400000	0.866994	1.331611
4.600000	0.906382	2.053257
4.800000	0.945767	3.333760
5.000000	0.985150	4.407913
5.199999	1.024529	4.855542
5.399999	1.063905	4.587183
5.599999	1.103279	3.757081
5.799999	1.142648	2.649640
5.999999	1.182014	1.570322
6.199998	1.221377	0.759719
6.399998	1.260736	0.341888
6.599998	1.300091	0.311592
6.799998	1.339442	0.557725
6.999998	1.378789	0.912472
7.199997	1.418132	1.209699
7.399997	1.457471	1.334475
7.599997	1.496805	1.249768
7.799997	1.536134	0.994962
7.999997	1.575459	0.660302
8.199997	1.614779	0.349103
8.399997	1.654094	0.141808
8.599997	1.693404	0.073483
8.799996	1.732709	0.129959
8.999996	1.772009	0.260695
9.199996	1.811303	0.401182
9.399996	1.850592	0.495824
9.599996	1.889875	0.513832
9.799995	1.929152	0.454421
9.999995	1.968423	0.341758
10.199995	2.007689	0.213249
10.399995	2.046948	0.105915
10.599995	2.086201	0.045258
10.799994	2.125448	0.039331
10.999994	2.164688	0.078782
11.199994	2.203922	0.141947
11.399994	2.243149	0.202843
11.599994	2.282369	0.239475
11.799994	2.321582	0.240067
11.999993	2.360789	0.205608
12.199993	2.399987	0.148257
12.399993	2.439179	0.086439
12.599993	2.478363	0.038379
12.799993	2.517540	0.016265
12.999992	2.556709	0.022849
13.199992	2.595870	0.051432
13.399992	2.635023	0.088930
13.599992	2.674168	0.120769
13.799992	2.713305	0.135781
13.999991	2.752434	0.129498
14.199991	2.791555	0.104905
14.399991	2.830667	0.070682
14.599991	2.869770	0.037789
14.799991	2.908864	0.015698
14.999990	2.947950	0.009525
15.199990	2.987027	0.018870
15.399990	3.026094	0.038520
15.599990	3.065153	0.060568
15.799990	3.104202	0.077138
15.999990	3.143242	0.082819
16.199989	3.182272	0.076109
16.399990	3.221292	0.059538
16.599991	3.260303	0.038561
16.799992	3.299304	0.019646
16.999992	3.338295	0.008190
17.199993	3.377275	0.006895
17.399994	3.416245	0.015084
17.599995	3.455205	0.029113
17.799995	3.494155	0.043700
17.999996	3.533093	0.053718
18.199997	3.572021	0.055848
18.399998	3.610938	0.049553
18.599998	3.649844	0.037095
18.799999	3.688739	0.022625
19.000000	3.727623	0.010702
19.200001	3.766495	0.004775
19.400002	3.805356	0.006124
19.600002	3.844205	0.013598
19.800003	3.883043	0.024157
20.000004	3.921869	0.034000
20.200005	3.960682	0.039831
20.400005	3.999484	0.039877
20.600006	4.038274	0.034323
20.800007	4.077051	0.025110
21.000008	4.115816	0.015203
21.200008	4.154568	0.007604
21.400009	4.193308	0.004433
21.600010	4.232035	0.006337
21.800011	4.270749	0.012372
22.000011	4.309450	0.020371
22.200012	4.348137	0.027650
22.400013	4.386812	0.031856
22.600014	4.425473	0.031672
22.800014	4.464121	0.027213
23.000015	4.502755	0.019950
23.200016	4.541376	0.012231
23.400017	4.579982	0.006505
23.600018	4.618575	0.004539
23.800018	4.657154	0.006859
24.000019	4.695718	0.012603
24.200020	4.734268	0.019846
24.400021	4.772804	0.026259
24.600021	4.811325	0.029878
24.800022	4.849831	0.029716
25.000023	4.888323	0.026024
25.200024	4.926800	0.020141
25.400024	4.965261	0.014022
25.600025	5.003708	0.009650
25.800026	5.042140	0.008516
26.000027	5.080556	0.011335
26.200027	5.118956	0.018039
26.400028	5.157341	0.027973
26.600029	5.195711	0.040201
26.800030	5.234064	0.053793
27.000031	5.272401	0.068030
27.200031	5.310723	0.082478
27.400032	5.349028	0.096960
27.600033	5.387317	0.111437
27.800034	5.425590	0.125830
28.000034	5.463846	0.139835
28.200035	5.502085	0.152787
28.400036	5.540308	0.163646
28.600037	5.578514	0.171168
28.800037	5.616703	0.174242
29.000038	5.654874	0.172325
29.200039	5.693029	0.165788
29.400040	5.731165	0.156033
29.600040	5.769285	0.145246
29.800041	5.807387	0.135830
30.000042	5.845471	0.129707
30.200043	5.883538	0.127740
30.400043	5.921587	0.129529
30.600044	5.959618	0.133658
30.800045	5.997630	0.138311
31.000046	6.035625	0.141963
31.200047	6.073600	0.143881
31.400047	6.111557	0.144222
31.600048	6.149496	0.143752
31.800049	6.187416	0.143376
32.000050	6.225317	0.143764
32.200050	6.263199	0.145228
32.400051	6.301063	0.147890
32.600052	6.338906	0.151915
32.800053	6.376730	0.157607
33.000053	6.414536	0.165214
33.200054	6.452321	0.174541
33.400055	6.490087	0.184664
33.600056	6.527833	0.194039
33.800056	6.565559	0.201148
34.000057	6.603266	0.205453
34.200058	6.640952	0.208151
34.400059	6.678618	0.212175
34.600060	6.716264	0.221187
34.800060	6.753889	0.237840
35.000061	6.791493	0.262134
35.200062	6.829077	0.290842
35.400063	6.866640	0.318683
35.600063	6.904182	0.341029
35.800064	6.941703	0.357032
36.000065	6.979204	0.371498
36.200066	7.016683	0.394047
36.400066	7.054140	0.435261
36.600067	7.091575	0.501172
36.800068	7.128990	0.588776
37.000069	7.166382	0.685715
37.200069	7.203753	0.776068
37.400070	7.241102	0.851671
37.600071	7.278428	0.925545
37.800072	7.315733	1.041682
38.000072	7.353015	1.275288
38.200073	7.390275	1.719933
38.400074	7.427512	2.462305
38.600075	7.464727	3.550491
38.800076	7.501919	4.965185
39.000076	7.539088	6.604459
39.200077	7.576234	8.289773
39.400078	7.613358	9.794430
39.600079	7.650457	10.889491
39.800079	7.687534	11.395514
40.000080	7.724587	11.224980
40.200081	7.761616	10.404262
40.400082	7.798623	9.067719
40.600082	7.835605	7.425657
40.800083	7.872563	5.715817
41.000084	7.909497	4.151634
41.200085	7.946408	2.881380
41.400085	7.983294	1.968494
41.600086	8.020155	1.395225
41.800087	8.056993	1.085872
42.000088	8.093806	0.939957
42.200089	8.130593	0.864194
42.400089	8.167357	0.794332
42.600090	8.204096	0.702698
42.800091	8.240808	0.592321
43.000092	8.277497	0.482894
43.200092	8.314160	0.395374
43.400093	8.350799	0.340938
43.600094	8.387411	0.317302
43.800095	8.423998	0.311894
44.000095	8.460559	0.308963
44.200096	8.497094	0.296712
44.400097	8.533604	0.271401
44.600098	8.570087	0.237212
44.800098	8.606544	0.202707
45.000099	8.642976	0.176023
45.200100	8.679380	0.161127
45.400101	8.715759	0.156610
45.600101	8.752111	0.157155
45.800102	8.788437	0.156591
46.000103	8.824736	0.150897
46.200104	8.861007	0.139774
46.400105	8.897251	0.126245
46.600105	8.933469	0.114693
46.800106	8.969659	0.108441
47.000107	9.005822	0.108077
47.200108	9.041958	0.111238
47.400108	9.078066	0.113874
47.600109	9.114145	0.112285
47.800110	9.150198	0.104959
48.000111	9.186223	0.093340
48.200111	9.222219	0.081232
48.400112	9.258188	0.073104
48.600113	9.294129	0.072084
48.800114	9.330041	0.078500
49.000114	9.365924	0.089595
49.200115	9.401779	0.100518
49.400116	9.437606	0.106204
49.600117	9.473404	0.103365
49.800117	9.509173	0.091833
50.000118	9.544913	0.074723
50.200119	9.580624	0.057375
50.400120	9.616305	0.045469
50.600121	9.651958	0.043037
50.800121	9.687581	0.051048
51.000122	9.723174	0.067089
51.200123	9.758739	0.086177
51.400124	9.794272	0.102391
